text,label
Well hopefully I`ll see you both   at the conference,positive
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",neutral
"Love it! Would like to see a few more details in the graphs. It would be handy if you could scroll through the weeks smoothly instead of one week at a time. The dark version of the app should be the standard imo, it looks cooler ánd it saves power! I'd love to have a timer as an option to measure the amount of time spent on a habit. Thinking of meditation, breathing exercises.",positive
 Welcome  They are beautiful snow leopards.,positive
I REALLY wish I was spoiled!,negative
I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,neutral
"Tagging could be a much better experience. Doesn't support display by tags in Mac and desktop apps. There's got to be a way to snooze in bulk. Should have an option to disable getting alerts for calendar entry, already too many of them.",positive
still at home goodness,positive
" lol nah no swine flu for me bro. lmao what`s ur schedule like this week, I need to catch up!",neutral
" alas, I am moving   (like where i`m moving too, but the actual moving, ugh) wish I could go too!",positive
I`m Back and I see I missed Truck and Fish on ,negative
never part of these follow fridays,neutral
 awww cuuuute  Newborns are so fun!,positive
 Could`ve said hi. We`re off down south tho,neutral
"I was using journal but can't write much until my hand gets better so I was looking for the app to plan my day preciously by time. Thought time line of this app would work, like all the icon and pre-made taps. But disappointed that I can not use those icons by itself for my event unless you creat another ""routine"" If dev's can modify the app that makes all those taps can be added to timeline by itself with my own time not only as events or routine, that would be perfect! Thanks",neutral
proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,positive
_Shawn when do you go back home? Want to see ya B4 u leave Homie,neutral
 Well there`s nothing to do but to keep swimming. You`ll get there eventually,neutral
i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,positive
I put an event in and it doubles everyday. Fix the glitches this is a great app otherwise.,negative
"Near perfect. Considering you only really need a piece of paper on the wall or a calendar to track habits. It does that and more with a clean UI. It also has nice features when you create a habit, download it to see what I mean. Discussion posts are a really nice bonus as well. Overall the app is gold.",positive
Pretty useful,positive
 I guess that`s true!,positive
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,negative
i feel in love with pizza girl... now i eat pizza everyday,positive
Nice looking app albeit does not seem to sync with Google calendar and not cross platform. Certainly cannot do $15/yr.,negative
Now to go home and cry,neutral
"Too complicated, trying to add items to a list, it keeps trying to use the item names instead to make a new list or send the old list to this.",negative
 I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO,neutral
_ aww thats too bad you lost it though,negative
"nice night, should be golfing",positive
 hypnotyst .... hmmmm... i should beware..,negative
  i would love to come visit you in Korea.. next flight that is under 100 i am there!,positive
 The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,neutral
DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?,negative
"For something that is supposed to comprehensive, I am disappointed that the app lacks allowing you to set a start date, end date, and designate progress for tasks. This app doesn't meet my needs, as most of my tasks are not associated with a single date.",negative
"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday",neutral
 i know!  This season has just zoomed by!,neutral
If u want to study you need to plan DON'T USE APPS,negative
too confusing not neat,negative
 awww THANK YOU!  you are a great guy too  how`s ur weekend been so far?  hugs ****,positive
Thinking of summer,neutral
 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,negative
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,positive
Wont let me change my appearance so I'm stuck as a black female. The user interface is very poorly designed,negative
"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",positive
 yaaay for u cleaning ur room. I said hi to u the other day & u didnt write me back,negative
" Think you should do a tour in England, we dont got to see any aweomse people !!",negative
"I used to have 5 stars, but then the layout changed and I find it incredibly difficult to organise. I'll go so far as saying I hate it, it's just soo much. I want to have a separate view for each day not an endless scroll like some facebook timeline.",neutral
 Hott as Africa lol yeah its hot here too and its a big storm here,neutral
Have a HUGE headache... don`t have asprin here at work.,negative
Actually... It's pretty darn good. Yes you pay a subscription for full functionality but if you have a lot of projects and other stuff to track it's worth it. I also have to say that I love that there is a nice Chrome extension/widget (whatever)... so nice to be able to work on the desktop as well. Yes OneNote is good but honestly TickTick is much much better for tracking tasks with due dates IMO. Cheers!,positive
_Cera That is so awesome  awwww.,positive
"a) Add shortcut to home screen is broken on my Pixel 3. b) Please add ""delete all completed task"" to overflow menu (besides the hide feature) c) widgets are seriously broken; their color/theme is incorrect (white but should be dark) and widget is empty even though list it shows is not",neutral
crashing from my WI high...missing mayfield,negative
Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day,positive
it`s gloomy outside,negative
_ashley OH REALLY?!,neutral
 perfect song!,positive
I used to use Todoist for years but after switching to Windows for my computer I realised how onesided their platform is. Ticktick is a great all rounder with all features available on all platforms and that makes it worth the subscription and 5 stars for me.,positive
on my way to work. I`M SO HUNGRY!,negative
Going to the doctors now. Scared as ****.,negative
"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",negative
"Goood Dayy  Beeen shopping, didn`t get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",positive
" def see ya tonight, we must get some RN photo`s, I didn`t get any yesterday  lol! And thanks for doing so, please don`t forget!",positive
 I dont see it? where do u see it listed at cause I dont,neutral
Nice app but the price scared me,neutral
also  your caramels are like crack....  just thought you should know.,neutral
"_dam haha, that would be cool. brianna and i should fly over there  haha",positive
comes home in two days,neutral
Would not load,negative
what a bad day 1 of my close relative has died so i wont be going to florida,negative
"I love dnd so I love this app, too.",positive
 YAY!!! I think I found it and a few more,neutral
i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,positive
 I don`t have the app that does it,neutral
Watched The Rescuers Down Under with Dru and ate Mickey d`s. This is how Disney sequels *should* be done,positive
"twitter wont change anything  TWITTER, WHAT THE HECK IS WRONG WITH YOU???!!",negative
One of the Simplest yet Best App for time management... Hardworking People...must give it a Try...,positive
"Awake, no migrane (yey) but tummy is hurting, evil IBS",negative
Happy its the weekend...LOVE has knocked me down ya`ll!!!,neutral
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,positive
 is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,neutral
  EEW  Cheese. I hate cheese.,negative
 i want to comment but don`t understand what you`re saying,negative
 YAY!!  I was supposed to be there next weekend. But its off now.   But I`ma make it out there...I <3 Philly.,positive
Having a cup of tea  I have a cold so it`s tasting really good!,positive
 LOL! Glad you like it!,positive
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive
It's very nice.but how to get Time line on home screen,positive
  Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work & now ur tired?,neutral
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,negative
"I loooove this app! But, I have a Note 10+ & it was destroying my battery. I had to uninstall it😭",neutral
"is watching big brothes big quiz    ,       rather tiredd    , but downloading a dvd so have to wait till finished till i can go to bed",negative
 Oh no! Hope you find your voice soon,neutral
  caught me at lunch today... you were correct of he stalking me,positive
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,negative
"Wonderful app and great customer service. This app has replaced 2 or 3 of my old apps. This is the most customizable list app I have found. Colors can change, tasks can be rearranged within a list, lists can be rearranged. Tasks don't need a due date or time, but can be assigned either, along with notifications or alarms if desired. I had a small issue with sound, emailed support, problem solved in just a few days. Excellent!",positive
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",neutral
On the phone to mum  http://tinyurl.com/otdn9u,neutral
 say it isn`t so!,neutral
Didn't really get a chance to test it...but it forced me to do a review to uninstall.,neutral
About to Enjoy the Silence,positive
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,negative
_OTTAWA have fun!,positive
" I`m the same, don`t panic. Big topman",neutral
 oh no Jess I hope the person is ok,positive
_ Well their not gonna fit her in with this big long advertisement,neutral
THE BEST TODO APP I'VE EVER USED 100/10 WOULD RECOMMEND!!!,positive
 awwww how cute its a pUG,positive
It's ok. It definitely isn't worth paying for premium. Also lack of syncability with Google assistant is a huge drawback for me.,neutral
"I love the app, but sometimes the widget just freezes.",neutral
This is a great app...helps me a lot...but I have 2 problems: 1.the app doesn't give notifications on time when the time is up.....it used to give proper notifications before...but for the past 2 weeks it doesn't sound on time. 2. another problem is that I'm not getting the coins I earned ! Sometimes when the notification doesn't come (as described above) I don't get any coins and the timer resets itself without awarding me my coins. I request you to fix these 2 problems as soon as possible !,positive
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,negative
I dont like things getting confused. Seems to be happening alot lately,negative
responding to more questions at Thou Shall Blog! I appreciate this community.,positive
Perhaps add option to set task list as homepage. Rest is good so far.,positive
 Isn`t MSN in this case a lot easier? Hahaha!,positive
straightening my hair,neutral
_Honi Might be cute to do a little picture book called 'The little book of boring',positive
"It does not give me the ability to NOT use 24-hr time format. I'm not in the military or a factory so I prefer regular time format. Doesn't matter how many times I uncheck the 24-hr setting, it sticks. Fix that and I'll rate higher and maybe even purchase a yr subscription.",negative
"Nothing work, I have my calendar prepared for months, and nothing come inside the Sectograph, Even I added new one, nothing appeared",negative
OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,negative
 Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,negative
 I think I`d be like Phoebe`s mom on friends - Stop the movie before the sad part.,negative
"The app doesn't have audio alerts, it only displays a notification after you unlock your phone. Please add audio alert feature as well, so that you can get an alert even when you're not using your phone.",neutral
"Time Changing on widget is not responsive enough, need bout 1 mins....",negative
My beautiful lil cousin  is going to prom today...SAD  I can`t be there..but I know shes gonna look BEAUTIFUL as always...,neutral
"The premium version might be good but the free version is more restricted then other to-do apps, you can not even use the labels/ tags function without paying. If you are looking for a free todo list this is probably not the app for you.",negative
"Hey, hey, happy mother`s day!  http://plurk.com/p/svwii",positive
 I know we need it but I`m not a fan of daily rain/humidity & I`m a native. I`ll enjoy dry while it lasts.,positive
would be nice to once you delete one thing that it would not ask if it's the series.,neutral
"Love it. It is a great app with a very beautiful yet minimalistic design. I was looking for some watchface that showed my calendar events and this is perfect. The homescreen widget for the phone is great, too. And all of that for free, excluding some minor features like 24h time and in-depth customization. I can definetly recommend this app. 👍",positive
watching role models.. absolutely hilarious,positive
Follow Friday is a bit hard to do when my work kicks in on Fridays,negative
it's good,positive
It's very easy to accidentally complete tasks and the only way to undo an accidental completion is behind a pay wall. Instant one star,negative
Such a cool app! I'm in love with it! Sad that it doesn't work properly offline though :( also has bugs,positive
 I`m trying to convince  to wait a bit to see Up! as well. She doesn`t want to see it with me,neutral
 It`s is in the July issue of OXM... so I don`t have anything to link you to right now,neutral
"After I bought a new tree or switch from the regular one, none of my trees die when I switch apps....this is disappointing",negative
 Aw it says the pic doesn`t exist anymore,negative
Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life,positive
I`m so tired. I don`t get how I am. I sat on the lawn mower and didn`t push the whole **** thing.,negative
There are much more eady to do list apps. This one is not intuitive and no time to waste searching. Maybe could be interesting after getting used to it.,neutral
I love Wunderlist. One huge feature that To Do is missing is I can't manually reorder individual tasks in the list. I used to be able to move it up and down according to the order I want it done.,neutral
"The app would work great; if it only reminded you when you wanted it too... What I mean is, it would certainly remind me of my scheduled tasks. That great! But, it would also randomly interrupt me to ""plan my day"". If I didn't add something to my schedule, then I dont need a reminder. So stop fracking interrupting my daily phone use at random times, and sending me false notifications.",negative
 I`m sorry.,negative
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",positive
 I need to watch Star Trek,neutral
" and : Aww, thank you!  I love you girls<333333",positive
"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!",neutral
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,neutral
  ahhhh it won`t let me watch the video on my phone,neutral
" Haha, nice! ;) Thanks for letting me know!",positive
"Excellent Calender Supplement! - I've been using TickTick along side my long term Callander (Google Calender) as a planner for my daily tasks and University Timetable. And it's been nothing short of amazing, life changing might sound like a stretch but it's helped me a tonne when it comes to getting stuffz done. - Only thing I'd ask for is more options or a separate way of planning things like a university timetable to make it faster to add classes etc.",positive
Castiel is loveeeeeeeeeeeeeeeeeeeeee,positive
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative
Its very efficient and helpful,positive
Ooooh Kay! Its time for me to stop twitterin and get going...,neutral
"Its actually improved how I do things, and caused me to be more active, I love this app!",positive
It's very basic. Why doesn't it have a calendar view if i want to take a look at my week? Overall nice interface though,neutral
" I`m sorry, Andrew. I wish there was something I could do...",negative
 I left that for people to complete,neutral
 don`t make me smite you! and yeah  yeah it really does. No cuties for me,negative
I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.,negative
 I have that problem with adult shirts too. It`s so annoying since a lot of adult player shirts don`t come in kid sizes,negative
I just want a star coral6,neutral
hmmmm.... i wonder how she my number @-),neutral
after a little bit the drink isn`t actually so strong anymore,neutral
"This app is very easy to use. It's simple but effective. I have a to do list function on my phone won't say what kind of phone, but it's very hard to understand, so I write everything down on paper, and then lose it.",positive
in Singapore! its so warm over here! Having a blast already,positive
"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn`t ask for anything more. i love being happy",positive
 they just said she was very elusive; should be tricky,negative
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,negative
"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",positive
"i should be finished.... but i`m not.  color drawing, here i come.",negative
 I shall annoyingly tweet at you tomorrow.,negative
My husband just went fishing   How come knitting keeps you at home?  I need a lady hobby that lets me get out of cooking.,neutral
 I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?,negative
is on air,neutral
as any1 been up all night like me and now the birds are keeping you awake,neutral
: Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,neutral
Unable to see the widget on Huawei Honor Play... After adding the widget to my Microsoft launcher... It does not appear...,negative
"Please Add, Disable Animation🙏🙏🙏",negative
"So disappointing!!! I used to love this app bit over the last few months it is Sooooooo glitchy! I just spent an hour deleting and checking off tasks from my to do list and everytime I think Im done, they show back up in triplicate!! Everything I changed IS STILL THERE AFTER AN HOUR!!! DOES THAT SOUND LIKE A GOOD TIME MANAGEMENT PROGRAM????? AND NO WAY TO CONTACT SUPPORT BECAUSE WHEN I TRY TO GET TO THE MENU IT SHOWS A BLACK SCREEN!!!!!",negative
Ugh. My feet feel like they`re going to fall off.,negative
 oh wow...hope he`s ok  u take him 2 the vet?,neutral
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",neutral
Sometimes quits as it starts,neutral
_queen like it,positive
I am not feeling well,negative
" for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled",neutral
  i love you mooorrreeee,positive
 aww at when she was cryin tho...i want her to get thru...i feel sorry for her  shes so good tho.,neutral
" snitchsneeker photos were cool -but, dang, what`s up with all the comments about your chest hair - that`s just creepy",neutral
"iï¿½m boring - bad weather today, watchingn alias and having fun  with my boyfriend",negative
 D= indeed,neutral
"Очень удобно Идеальное приложение. Можно сортировать и организовывать записи + выбирать цвета для задач, темы",positive
 I`m stuck with BOO!!!! Jeeeez shoot me now,negative
"Didn`t win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.",positive
" OMG! Taylors in London! Your near Scotland, please come visit Glasgow",positive
" awww ) where`d you get that? hugh is so thin. no traces of being wolverine yet. btw, who`s that other guy besides RDJ?",neutral
"It's silly to think that something so simple helps me to focus, but so it is! The ritual of planting a tree and then not doing anything else until it's finished growing has been very beneficial for my self-motivated work. And I love looking back on my forest to see a visual representation of my hard work.",positive
Want use only not sharing,negative
is in a good mood,positive
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,negative
"The app worked better when it was Wunderlist. It often has problems syncing, which is inconvenient for shared lists. Overall the features are really nice though.",positive
I have gone between this and the google calendar app. I like this because it expands the features that are missing in google calendar,positive
 Thanks! I will tell her my friends on Twitter say so.,positive
mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,negative
I think I may cry. I just sold my 97 civic. Its no longer mine.,negative
my music http://www.myspace.com/janedurkin,neutral
What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,positive
"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there`s still no need to panic",neutral
cant believe i stay out this late!.....waking up for work in T-minus 4hours,negative
_pearlman  mow love mow,positive
_ken that sucks  If only I was there to hang out.,negative
My car is broken.,negative
Its very good and notify every time by time to do fixed routine,positive
Holy cheese sending things to the motherland is muy caro,neutral
"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral
ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn`t bring an umbrella today.,positive
"I paid for this app, and it was a wonderful app, easy platform, customisable. BUT, there has been a recent addition of ads. All the time! For an app I have paid for I think this is disgusting. I response to you, no these aren't spam events linked to my phone. I uninstalled this app and used my original paid version of the called app and there are no ads. I was prompted to update to this version a while ago. I thought it was just an ad on from the paid version of business calendar I had.",negative
I really really like the song Love Story by Taylor Swift,positive
writing a song,neutral
TODAY WAS SOO FUN!!  happy bday chrissy <3,positive
Having a long island ice tea,neutral
Too warm!!!,neutral
Great at 1st,positive
_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,negative
 9 days  I`m about ready to visit Torchwood and see if they`ve heard anything,positive
 nothing  let`s stay quiet together. ps: did you cry?,neutral
is about to go duster shoppping in greenhills with my Mom for Balikbayans,neutral
Stupid alarm!! LOL Morning Twiits.....,negative
"OMG, Tony Hawk`s motion on the nintendo DS sucks ****!",negative
"I downloaded and paid for this app several days ago. It has some good aspects. But now I literally HATE some other aspects of it! For example, if you set a specific time for a specific time (e.g. 1-3 pm), it DISAPEARS without giving you a chance to do anything with it. So, if you didn't finish that task, you are out of luck if you want to move it to somewhere else! How ridiculous it is! I'm really scared. I can't trust this tool. I have to switch to something else and cut my losses.",negative
The fact there are no predefined tasks makes it super hard to use. Or rather this will work if user can just define the task (quest) easily. Or maybe we can import (by purchasing) some set of quests. For me it is still quite confusing and hard to manage with all the options offered. would be use it furthere more if not too complicated,neutral
installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,positive
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,positive
in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,positive
 i love you <3  host me lmao,positive
Nāo tem a opçāo de sub tarefas,positive
i pulled a muscle in my neck this morning just feels like its getting more sore,negative
" mmm, athletic!!",neutral
"Too expensive and without paying, there's no backup. There's free apps that do the same thing.",negative
"I purchased the premium version and now I can't buy new plants, errors keep happening and I would like to go back to the free version without loosing my forest. I have the newest version so it should be so glitchy. Once it's fixed it will get 5 stars.",negative
its a really good app and it motivates me to get my work done!!! thank you so much for making this app!!! the only problem is that yu have to pay for the whitelist because there are times when i need to surf the web while doing my work and i can't do that so maybe you could remive whitelist from premium? its a great app but sometimes i can't work with it due to the premium . Thanks once again for the great app!!!,positive
"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",neutral
I`m bored. No internet. I haven`t made it downtown or to the beach yet.,negative
feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux,negative
_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,negative
 Then I guess that makes me Dot?,neutral
 shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,negative
"I wanted to like it... I've always drooled at the idea of having a to do list app integrate with a calender. But alas, this version is clunky. You can't delete a single date of a recurring calender event, meaning you can't flexibly plan your day while beginning with a rough outline. I switched over to to-doist and Google calender instead.",neutral
 not gonna ask what a boom boom is!  morning.,neutral
" If I could, I`d send California sunshine your way.",positive
"Setting habits was not simple enough and at the same time was missing options. It kept telling me to choose a number, I would, press next, and same error.",neutral
"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.",positive
 public bathrooms,neutral
 thank`s ... See? now I`m back on smiling,positive
 swimming and tanning was heaven! i blasted music while tanning and was in my own world.,positive
  Happy Mother`s Day to both of yall.  from me and my boys...,positive
 i knoww  she is da best!,positive
 I missed out on carrot cake last night.  Hope you had fun .,neutral
OMG - Madness Just Came On The Radio,negative
"Good app, easy to use but the reminders don't work, no matter what the app says i should do. Please do fix that.",neutral
last day of work  ...but everyone is making it so great!,positive
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn`t try for uni.,neutral
I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,negative
"Tells me it can't import all my data and to retry. But when I retry, it tells me everything is up to date and there's nothing to import! Of course the one list that's missing is the only one that's important... I'll be trying another app, thanks but no thanks.",negative
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",positive
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
Helps me to focus and its fun to grow the forest. Once I started I found that my studying and sleep has gotten better,positive
has just received a phone call for new patients...i guess that means work for tomorrow!,neutral
" at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",neutral
 Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo`s,neutral
The apple keyboard is really cool. i want one. they used it in doctor who,positive
I woke up and my hiccups came back!,neutral
 when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,neutral
back at Wingman after a great weekend,positive
  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,neutral
"tried all habit tracker apps, it's the best one yet. just please add an option to the calendar icon so i can see all the habits & tasks together at the calendar & read their notes or success / failure rate. keep up the good work.",positive
"Works nice. Good to get visuals and numbers on your habits. One of my habits I've only been doing 50% of the time according to the app, although I thought I had been doing it a lot more. Solid app.",positive
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,positive
"Sometimes I hate myself, but that`s normal so I don`t worry bout it",neutral
constantly looking at the clockkk..come on 11pm!,neutral
" i wnt there yesterday!  wish u could go with me someday u,u LOOVE YA <3",positive
"had an eventful weekend and nice week off, looking forward to a final chill out day",positive
 Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,negative
So you tell me to pay every month for same functionality in premium? NO still doing normal in everything else,negative
"Using the app since years, now whenever open the app, trying to save an entry, full page advertisement opens for atleast 30 seconds causes missing what more to enter on different dates, this app is at its worst",negative
baaaaaaaah!!!! there`s a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,negative
Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,negative
 not working here,negative
Trying to save money for an iPod touch!,neutral
The tasks may go missing...,neutral
" Ugh, not yeeet!  It`s like, in a week, too... =/ I`ll keep trying!!",neutral
 Haha...YAY!!! I`M CURED!!!!,positive
I miss my friends so much,negative
"Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow",neutral
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,positive
Wish they kept the wunderlist app instead it was perfect 😭!!! Some issues I had with this app compared to Wunderlist to fix: -have new items added to the top instead of adding to the bottom (or have option to change) -more quick choice options for the reminder times -quick add bar (to just type in a search bar box instead of clicking the + button) -have settings apply to all lists so don't have to individually change each list -option to add to list on main screen without clicking in list,negative
 I am so sorry.,negative
" oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday",neutral
Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,neutral
 I guess thats just how I am lol,neutral
"_Day26 awww man, its nott",neutral
"Alexa shopping list integration is rubbish, items are added correctly but if an item is removed by another user they never leave the list.",negative
 it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,negative
 that is so lovely,positive
this day has beasted me.,negative
" me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral
Really!,neutral
can`t wait to watch the next season of heroes,positive
"On my way to work, I`m kinda sad",negative
hates putting in new contacts,negative
  I dint dump anyone. It`s always me who gets dumped and blamed. That`s why I don`t believe in relationships. #twpp,negative
im feeling like ish!  i just wanna go home and go mimis,negative
its ok  saw u with joey thought u looked interesting like the same things on  #SanctuarySunday,positive
Friday has a whole different meaning when you have to work Saturday and Sunday,neutral
Why is  scared or  lmao.. Someone pls tell me!!,negative
  you told me u would be there...lol! Hmmmm where were u.....,neutral
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,positive
Absolutely terrible customer service. They refused after several years to fix the 9.7 tablet aspect ratio. For a paying customer this is absolutely poor customer service has never work properly once don't buy those that run away,negative
 what causes the frustration buddy?,neutral
lost my DC hat ..,negative
 with 14mph winds!!,neutral
"Sooo, I spent most of my day sitting at home in front of the computer in my pajamas...I love these days.",positive
"perfect to temporarily ""forget"" my phone",neutral
happy sunday all,positive
No android wear app,negative
"Used it twice, so far so good",neutral
so now i dont get my car back til monday. boooo,neutral
Need to sleep but can`t,neutral
I miss my boys,negative
I just need notification  tone more than these and much more long,positive
" Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",neutral
" ; i think you should come back to brisbane, australia. we loved you here",positive
 Hmm. Did you mean to start 'following' me? Oh and g`morning by the way!,positive
Reading my kindle2...  Love it... Lee childs is good read.,positive
" Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more",neutral
"The idea behind the app is good. Although, after paying for premium, the promised cloud sync does not work (several users mention the same issue). There is no way of backup the data either. I cannot see any feedback from devs here. Switched to a different app: ""Habits.""",negative
Migranes suck....Especially when the kids are suddenly hyper.,negative
May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,positive
http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums,neutral
"cool idea, but it forces you to use Google calendar",negative
"Wow, a calm evening",positive
having a reli gd holiday .. buh now have to revise  x,neutral
Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,positive
has been told shes not allowed in the sun tomorow!  either that or wear sun cream!,neutral
 Aww!  That`s so sweet!  So glad she`s home with you now. Happy mother`s day to you,positive
 i know!! No money for pedicures!!,negative
BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,neutral
happy star wars dayyyy =D and hbd to uncle LEE,positive
 I`m sad that I missed you guys last night!,negative
 yeah except the spurs aren`t in the champs like they usually are.,neutral
"Just one neccessary thing, just one thing - and it is missing... To see only your today and earlier incomplete tasks in the widget. Automatically. Every day. With different due date colors, depending on if it is a today task, or earlier.",negative
"Great app for the most part. Functionality is amazing. Sync is great. But, I really hate that this app puts itself on top of whatever I'm doing every 5 minutes exactly. Been through all the settings and turned all syncing off but no. Incredibly obnoxious on my tablet. Haven't had the same issue on my Android phone",positive
 that sigh doesn`t sound happy.,negative
Going to  for lunch today with . Who`s in? I still need to hit the ATM.,neutral
hey  sending some Florida sunshine your way  Supertramp ï¿½ It`s Raining Again ï¿½  you m... ? http://blip.fm/~5jucn,neutral
I wanna Karaoke!  Instead...I get to go to work  Lameness,negative
